loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2457,5,Not Graduate,Yes,6325884,18219109,8,896,27475452,11161112,28289109,3022133,Approved
2458,5,Not Graduate,Yes,5854350,30784852,19,740,823860,12710675,10544093,9927836,Approved
2459,2,Not Graduate,Yes,3737759,7651772,5,863,10557141,15612820,8769925,13486115,Approved
2460,0,Graduate,Yes,1340005,4519679,7,773,4019709,7876416,36251554,10673705,Approved
2461,2,Graduate,No,7148306,16409362,8,558,15223373,4925039,37394509,7490644,Approved
2462,1,Not Graduate,Yes,225270,4933881,20,387,17336752,10790446,33427031,9357659,Rejected
2463,2,Graduate,No,7042090,9814787,15,328,18684030,11318335,2058448,3437452,Rejected
2464,3,Not Graduate,Yes,5069831,26073581,17,776,23224691,5389763,21512765,890131,Approved
2465,2,Not Graduate,No,7907484,32395509,12,482,21853233,1421965,28849594,9402598,Rejected
2466,1,Graduate,No,9502475,27478688,17,527,27600353,6453320,1455957,2672238,Rejected
2467,1,Not Graduate,No,5619275,12754641,13,802,13083654,1369119,37964352,1327698,Approved
2468,4,Graduate,Yes,5811694,32229453,14,589,5103036,1594500,30853788,11390531,Rejected
2469,0,Graduate,Yes,4976253,16218667,17,871,4530482,18738964,12118671,6380079,Approved
2470,1,Graduate,No,3854803,7396645,20,628,8017861,15158616,19853228,12543825,Approved
2471,5,Graduate,Yes,1070988,29944869,12,799,17545114,687594,35768644,12729679,Approved
2472,0,Graduate,No,503035,20557449,10,375,1574318,6767706,33462678,1807091,Rejected
2473,2,Not Graduate,No,7285478,14826939,14,538,27785606,4939779,32396301,11287519,Rejected
2474,1,Not Graduate,Yes,9166799,26204587,16,410,28781272,18914983,38572792,4922429,Rejected
2475,0,Graduate,Yes,727776,28710487,20,333,4795931,8489964,29169091,10340561,Rejected
2476,2,Not Graduate,Yes,3406135,9069023,15,895,22724628,5039321,36665082,647817,Approved
2477,3,Not Graduate,Yes,6160416,4897147,20,611,17351956,12314296,37388629,6917869,Rejected
2478,1,Graduate,Yes,7106819,20563572,15,512,13988781,9216021,764870,9240355,Rejected
2479,0,Graduate,No,7405784,2320078,20,526,21377548,3633689,25639037,6569123,Rejected
2480,0,Graduate,No,7003525,25327045,16,444,16748951,5927324,13091570,8110044,Rejected
2481,3,Not Graduate,Yes,1021858,17540700,18,373,9419128,2470737,19399321,166251,Rejected
2482,5,Not Graduate,No,2688055,8706421,5,848,16359275,13462152,6575212,108257,Approved
2483,1,Graduate,Yes,4798591,23764669,20,363,3950624,18831021,26486696,8820557,Rejected
2484,1,Not Graduate,Yes,825019,15022086,8,531,7401897,15682298,32723433,6114988,Rejected
2485,2,Graduate,No,3563207,15526034,17,391,28313461,7281858,16143492,8482022,Rejected
2486,2,Not Graduate,No,3973004,8780481,9,858,5394869,9448008,27370328,5285935,Approved
2487,1,Not Graduate,Yes,9785355,26802549,10,423,17408215,1180361,12735577,77601,Rejected
2488,0,Not Graduate,Yes,3307884,35695362,16,536,8641993,7118394,29379982,10293101,Rejected
2489,3,Graduate,No,9719435,24552260,12,753,13524852,622375,3224028,2014540,Approved
2490,2,Graduate,Yes,7062513,9582516,15,642,7192168,14448175,34499971,11538819,Approved
2491,2,Not Graduate,Yes,6984257,32968887,3,529,16551487,17639015,14817936,182811,Rejected
2492,1,Graduate,Yes,8233869,5036717,17,638,16224067,3714227,19789238,13654464,Approved
2493,5,Graduate,Yes,8454662,11659154,9,562,17972846,13075253,31485246,3721730,Approved
2494,3,Graduate,No,2379965,1678088,16,473,8968701,11629646,1170212,13122122,Rejected
2495,2,Not Graduate,No,4324958,33556787,7,659,16844946,8106118,37061082,56640,Approved
2496,1,Graduate,Yes,5376665,2062176,13,519,21212293,14232314,24086297,6617147,Rejected
2497,4,Not Graduate,Yes,9772265,21713015,13,877,20950394,13187091,38225947,6135328,Approved
2498,5,Not Graduate,Yes,597961,7810180,4,578,16527046,5223830,21606272,2415364,Approved
2499,0,Not Graduate,Yes,4872500,8618507,11,754,8705239,15490790,8095814,7002978,Approved
2500,5,Not Graduate,Yes,2299707,24141774,14,440,15488875,12720567,22829194,3163376,Rejected
2501,4,Graduate,No,2226704,31808015,17,688,15625396,6062477,22400125,6425100,Approved
2502,0,Not Graduate,No,7665264,991875,18,636,27682648,14263387,36090854,5506698,Approved
2503,4,Not Graduate,No,2178554,6518379,9,747,10971711,12428436,22569327,2931021,Approved
2504,0,Not Graduate,Yes,7975304,11540362,14,577,9382117,2277882,15925986,11593197,Rejected
2505,0,Not Graduate,Yes,9940438,37287438,5,732,21821593,3227518,6901063,7696320,Approved
2506,0,Not Graduate,Yes,7808764,2580142,19,335,18486353,6283805,12779116,12324607,Rejected
2507,2,Not Graduate,Yes,1865232,7297256,18,714,12428613,860344,22799825,11967190,Approved
2508,3,Not Graduate,Yes,1595401,16123424,20,752,1473,7882337,14463563,3858541,Approved
2509,2,Graduate,Yes,4483828,13063709,11,598,20512909,8954037,14220303,4280864,Approved
2510,0,Graduate,No,5600140,2204208,8,320,21444478,15053573,570411,13987578,Rejected
2511,1,Graduate,Yes,7827773,21475603,16,640,27072743,3326958,36942332,4594858,Approved
2512,5,Not Graduate,Yes,4342542,24115638,15,769,14624028,11009599,32798473,1392810,Approved
2513,5,Graduate,No,1837222,7238063,6,577,14989756,12893505,10003926,7979539,Approved
2514,4,Graduate,No,9916566,27286231,12,356,6064002,8721492,5386976,14210539,Rejected
2515,0,Not Graduate,No,9064648,2524248,14,537,13376503,17602344,32730478,3436189,Rejected
2516,4,Graduate,Yes,6609885,28968432,10,897,43957,6184185,32797440,9372189,Approved
2517,4,Not Graduate,Yes,7015504,10458941,9,462,14571051,7913690,35156740,4965459,Rejected
2518,3,Not Graduate,Yes,9364981,9094261,6,618,20572069,78790,21458603,5659476,Approved
2519,0,Graduate,Yes,4853672,7998520,9,513,22869867,7968579,28846192,6650827,Rejected
2520,5,Graduate,No,1624433,34345207,6,728,19284590,392269,28598463,2105992,Approved
2521,2,Not Graduate,No,6138412,19982512,7,557,23437223,19086974,8415349,5678645,Rejected
2522,0,Not Graduate,No,4618558,27359296,5,530,19363347,4664656,20539669,4013119,Rejected
2523,1,Not Graduate,No,8037569,8295117,9,648,22693505,15755709,10206467,12028014,Approved
2524,2,Not Graduate,Yes,7761755,2520688,13,643,12729935,2263797,29551717,3350461,Approved
2525,0,Graduate,Yes,4820132,1796969,9,600,17523663,5319996,38067820,12480205,Approved
2526,1,Not Graduate,No,3805006,17578055,4,455,18603552,2319979,3000156,246965,Rejected
2527,2,Graduate,No,4336133,13096751,17,364,16661307,7153197,2972499,5922313,Rejected
2528,5,Graduate,No,6398583,30396055,10,714,16625842,11693148,10357125,3944295,Approved
2529,0,Not Graduate,No,6442868,31205583,13,504,22752132,8144998,4589767,6582462,Rejected
2530,3,Graduate,Yes,5214681,12487042,11,668,6951845,11745833,353460,11333591,Approved
2531,5,Not Graduate,Yes,5412407,17295569,11,526,9220994,15642638,38359933,14066343,Rejected
2532,4,Not Graduate,No,9920909,15257104,10,813,15096150,868578,22831926,10700049,Approved
2533,5,Graduate,Yes,2686610,26763285,16,724,18781128,8231432,30454275,7395386,Approved
2534,1,Not Graduate,No,1903951,24980470,18,542,14974650,11522343,22192711,7532511,Rejected
2535,4,Not Graduate,Yes,8031836,25822248,19,500,5802649,10154913,29258246,14597571,Rejected
2536,5,Graduate,Yes,9366418,2474850,10,750,23967426,2828880,26897570,14575422,Approved
2537,1,Not Graduate,Yes,6165131,13547259,8,304,15883180,4009255,6280144,11213200,Rejected
2538,2,Graduate,No,4135395,38203854,3,334,12614530,7318179,5896616,2415065,Rejected
2539,3,Not Graduate,Yes,3615374,13698974,10,350,25551802,12635601,19166402,3884213,Rejected
2540,2,Graduate,Yes,4786331,7139655,20,507,12690086,19199866,14544826,4004245,Rejected
2541,1,Not Graduate,No,714065,8124788,6,598,4699882,7147529,32957894,3367662,Approved
2542,5,Not Graduate,Yes,5380298,1345542,18,476,28646170,10126904,12003007,14224522,Rejected
2543,5,Not Graduate,Yes,2842012,30907381,16,413,11134241,5945778,12891731,2338247,Rejected
2544,2,Graduate,No,2800592,508660,14,488,26028898,663247,20736905,12537150,Rejected
2545,4,Not Graduate,No,5691462,23668090,12,597,15040412,7728418,7556393,11850342,Rejected
2546,2,Graduate,No,9643843,15962531,16,478,7050522,6744569,33651597,7769504,Rejected
2547,4,Graduate,Yes,2217434,4011573,3,645,10957830,2920163,429056,4510872,Approved
2548,3,Not Graduate,No,9132575,34962732,4,529,26489529,13015424,33223728,3907410,Rejected
2549,2,Not Graduate,Yes,5290176,29385093,5,860,27490249,5014754,24403665,9934149,Approved
2550,0,Not Graduate,No,9734470,32434674,16,896,4014829,4357198,34806460,9866059,Approved
2551,3,Graduate,Yes,3945679,37016858,10,694,28725105,7551259,11517364,7940001,Approved
2552,1,Not Graduate,No,9969812,36052196,5,633,24833679,18710315,35291111,8356032,Approved
2553,1,Not Graduate,No,6667634,27765483,2,318,18848424,12345899,33855959,12142160,Rejected
2554,1,Not Graduate,Yes,6764041,21224267,11,674,5334710,8250697,17903278,11090804,Approved
2555,5,Graduate,Yes,5719546,27622340,9,528,17068651,15920844,11113908,11037016,Rejected
2556,0,Not Graduate,No,4626518,17890852,5,474,12385057,409093,7725542,4121129,Rejected
2557,4,Not Graduate,No,5346124,7407735,2,776,3622640,6534129,5941771,937109,Approved
2558,5,Not Graduate,No,8537193,15425750,16,325,28632119,10486983,22858058,6741488,Rejected
2559,0,Graduate,No,7965026,18602799,16,456,17559191,9480236,37649542,4974885,Rejected
2560,3,Graduate,No,433287,2119588,6,765,2824124,13118078,22175831,4923632,Approved
2561,3,Graduate,Yes,7007264,33520772,11,855,9944019,13613963,37819258,7645451,Approved
2562,2,Not Graduate,Yes,8377160,35953234,6,609,24437825,8846228,29624879,13602617,Rejected
2563,4,Graduate,No,7492555,16763311,9,617,12868398,18034461,26852934,11813492,Approved
2564,2,Graduate,Yes,5073403,19750103,4,881,14396757,18006514,28418710,9923006,Approved
2565,2,Not Graduate,No,3488036,33266070,19,355,4145970,9218386,36392719,10496204,Rejected
2566,2,Graduate,Yes,6797556,18138643,15,589,3229848,17497484,33636772,6082532,Approved
2567,4,Not Graduate,Yes,6704069,27275034,19,445,28457623,12432738,6343876,8076238,Rejected
2568,3,Not Graduate,Yes,3865651,20494565,7,586,27717499,2695825,22929246,6375689,Rejected
2569,2,Graduate,No,4182233,10928320,18,844,2773569,2319801,18045361,11883117,Approved
2570,5,Graduate,Yes,3812507,31430857,11,658,15982632,1550994,34464809,14557895,Approved
2571,4,Not Graduate,Yes,640973,7854477,5,895,19818270,4108767,8003028,6393448,Approved
2572,5,Graduate,No,510828,9099266,8,603,25626653,6058794,32142996,10597153,Approved
2573,4,Not Graduate,Yes,1014181,27402477,17,818,16286221,1341057,18768303,818195,Approved
2574,2,Graduate,No,4353136,28128107,16,401,25291012,11797773,36544568,5906090,Rejected
2575,4,Graduate,No,5202075,37715096,15,492,3518099,7977745,31014177,12796875,Rejected
2576,1,Graduate,Yes,4201871,28162174,6,464,425866,11670949,13522620,10090152,Rejected
2577,1,Not Graduate,No,9560674,1268416,14,762,13528476,9759009,33121171,7740922,Approved
2578,2,Graduate,Yes,2402953,33602469,19,608,7706864,5269876,7346924,3142286,Approved
2579,5,Graduate,Yes,4051045,16525581,2,433,21974874,11929755,163244,11883525,Rejected
2580,3,Graduate,No,2623768,640397,8,403,9804417,18451350,19867466,14266660,Rejected
2581,2,Graduate,Yes,3137540,22998632,3,531,11844257,6145054,15268533,5763601,Rejected
2582,2,Graduate,Yes,5924568,6979505,3,392,15564543,5962235,4929001,11900246,Rejected
2583,1,Not Graduate,Yes,3237108,16606257,20,718,27978368,10012495,38967492,8651718,Approved
2584,3,Not Graduate,No,3314160,18765037,6,809,2091300,15601469,1531342,5842084,Approved
2585,2,Graduate,Yes,6774105,3209370,5,882,16079948,10310484,23101146,4867067,Approved
2586,3,Not Graduate,Yes,8336469,33641184,3,441,11318936,16140415,10231930,7393715,Rejected
2587,2,Not Graduate,No,2283148,20305689,20,563,1047768,1437099,11610880,6020752,Rejected
2588,1,Not Graduate,Yes,1291574,38132581,10,602,23705969,1909639,8274782,9070984,Rejected
2589,5,Not Graduate,Yes,2546904,18522302,17,597,26596968,7882591,15248574,2166753,Rejected
2590,2,Graduate,Yes,5860921,23618850,6,572,5039861,4511526,26160923,7013480,Rejected
2591,0,Not Graduate,No,9604946,32143713,14,432,22108419,450483,12644498,10901572,Rejected
2592,2,Not Graduate,No,1768438,8615652,18,367,20407145,4174715,28289093,12422037,Rejected
2593,3,Not Graduate,No,619114,35931275,14,542,20525292,5259353,17545858,4120179,Rejected
2594,0,Graduate,Yes,5376758,7535720,11,355,13395585,17841235,30780228,8823718,Rejected
2595,1,Not Graduate,No,9911138,39341139,6,337,9317650,15176516,17423876,4435447,Rejected
2596,0,Not Graduate,No,5614950,25366203,6,615,2057518,6811435,14330470,11612684,Rejected
2597,3,Not Graduate,No,9259776,20635292,13,816,1016123,18585913,19869041,5206577,Approved
2598,4,Graduate,Yes,6494517,8534710,10,624,5161585,16227543,26913519,9899998,Approved
2599,5,Graduate,No,509709,22608497,2,314,15360586,4862671,18208635,6352253,Rejected
2600,2,Not Graduate,Yes,4388764,21981027,5,805,4103994,9273549,35520946,3927560,Approved
2601,5,Graduate,No,7746447,38862185,10,710,19980035,17880910,20231656,8469609,Approved
2602,1,Graduate,No,5192852,33024628,5,482,18033789,8870049,11604361,9172008,Rejected
2603,4,Not Graduate,Yes,2109028,19229435,12,464,10027241,7195556,1097166,10037257,Rejected
2604,3,Not Graduate,Yes,1973335,15580930,7,840,2541140,17526374,15387480,11631536,Approved
2605,4,Graduate,No,6702673,15474031,7,586,15056744,12812601,2133534,9932635,Rejected
2606,4,Graduate,Yes,4737550,15136110,4,384,23950661,8553487,1401977,12514815,Rejected
2607,3,Graduate,No,5826504,832499,11,469,11458267,16872708,14548843,6228109,Rejected
2608,1,Graduate,No,3855698,1716701,5,458,23473780,14450127,11381176,7477643,Rejected
2609,3,Graduate,Yes,3522623,29755296,13,540,8328616,6747488,34689709,7083792,Rejected
2610,4,Not Graduate,No,6728085,10260115,19,507,2329804,8232923,28622031,8499210,Rejected
2611,5,Not Graduate,No,276074,16422510,19,628,18914521,919519,31000626,2062711,Approved
2612,5,Graduate,Yes,4461253,27669105,14,494,25846538,1976272,21382098,12556253,Rejected
2613,1,Graduate,Yes,3832786,24114125,17,685,25713661,18514987,4318022,7666139,Approved
2614,3,Not Graduate,Yes,7837548,14427337,19,596,27911580,1030039,33359414,8135265,Rejected
2615,0,Graduate,Yes,7338479,29795021,14,865,3135966,16233143,19397373,12892733,Approved
2616,4,Graduate,No,4374722,6505317,6,797,1264921,4039859,16819611,6832896,Approved
2617,5,Graduate,No,2774574,18827495,11,499,16572328,10506164,23699821,6768613,Rejected
2618,0,Not Graduate,No,2510557,4446095,18,325,27654590,14011999,6417533,8307781,Rejected
2619,3,Graduate,Yes,2270310,21139339,14,651,29039270,19228866,18862618,13788799,Approved
2620,5,Graduate,No,2882149,4026092,8,503,8132349,7248804,23746251,3725722,Rejected
2621,5,Not Graduate,No,7653662,37209291,5,841,10918070,17946552,27344612,2290018,Approved
2622,2,Graduate,No,643795,26138031,4,543,19344572,8809687,19606713,1585592,Approved
2623,0,Graduate,Yes,456046,9921605,9,474,26585973,16822376,39092715,10832569,Rejected
2624,5,Graduate,No,5491204,24314762,17,503,5087138,1976402,38816056,157160,Rejected
2625,5,Not Graduate,No,2389862,14019511,12,819,28391865,5200211,3781785,10407436,Approved
2626,3,Not Graduate,Yes,8342633,20626023,3,367,23787965,12086929,3248110,13000692,Rejected
2627,5,Not Graduate,No,7571601,6859865,19,875,1981679,13698548,20208934,10018475,Approved
2628,0,Graduate,Yes,7737295,19912797,9,440,24499678,15586895,32451397,2507684,Rejected
2629,3,Graduate,No,4678873,4485719,9,809,18671493,6943705,20084961,9744000,Approved
2630,0,Not Graduate,No,4490337,6302964,17,627,28469734,12118854,8509521,6510111,Rejected
2631,5,Not Graduate,No,4370738,23193139,9,642,6092950,12042707,22045248,327931,Approved
2632,4,Graduate,No,2121979,19923686,13,422,28882723,19101513,36970416,2905599,Rejected
2633,5,Not Graduate,Yes,5759797,11808575,19,733,1384161,2273600,6545124,10909197,Approved
2634,3,Not Graduate,No,8662148,2649560,11,689,2207459,317022,17463588,8246411,Approved
2635,0,Not Graduate,Yes,2714987,16901776,13,589,13028484,11154199,25023625,7345358,Rejected
2636,0,Not Graduate,No,756454,36593652,8,575,19146740,303994,15415879,11411750,Rejected
2637,2,Graduate,Yes,5734130,28056364,18,658,4857332,3799562,1738164,7705536,Approved
2638,4,Graduate,Yes,4112383,2574680,3,583,7945643,9700108,26250593,14233537,Approved
2639,0,Graduate,No,8015048,37065142,7,885,11345143,5195345,29052040,747827,Approved
2640,5,Graduate,Yes,8594829,16902384,20,324,3654313,5168316,25682084,4208529,Rejected
2641,1,Not Graduate,No,9516262,22871220,11,450,5120805,6717540,25995853,2769202,Rejected
2642,2,Not Graduate,No,4053131,322385,5,811,4329946,13318301,25744071,6083835,Approved
2643,1,Not Graduate,Yes,9037128,12455351,9,776,27762533,7097340,12952607,13391801,Approved
2644,2,Graduate,Yes,1355179,31117097,6,509,27250323,15388276,652569,6017684,Rejected
2645,2,Not Graduate,No,3852806,13262864,11,604,18291284,3085051,38768382,4638266,Rejected
2646,0,Graduate,No,2806305,6813871,6,316,19894192,1987256,8015762,1242571,Rejected
2647,3,Not Graduate,Yes,9246388,3853911,9,406,3989361,3230095,32488112,5790039,Rejected
2648,4,Graduate,No,6080289,36556708,19,867,1468413,17796361,21194327,3363852,Approved
2649,5,Graduate,No,3785396,32164070,3,686,10970476,5382462,21149796,2781291,Approved
2650,1,Graduate,Yes,1689952,2023927,16,323,28641095,580504,822567,1966349,Rejected
2651,5,Not Graduate,No,7873295,36568779,3,776,13906662,6116997,38828008,9293204,Approved
2652,5,Graduate,No,6618366,32474864,10,542,23507336,13355036,20719169,10420549,Rejected
2653,5,Graduate,Yes,8559037,14408919,14,641,10762703,7022748,32539553,10888302,Approved
2654,2,Graduate,No,4493987,26040202,20,814,8997117,7459314,30489399,787224,Approved
2655,5,Not Graduate,No,1669087,10411617,6,803,23633164,1676717,5408709,13542549,Approved
2656,3,Graduate,No,3477017,10089640,3,382,13702220,12948320,37145540,7454254,Rejected
2657,0,Graduate,Yes,6276727,28308594,16,519,21299681,4278449,23169575,8262335,Rejected
2658,1,Graduate,Yes,2561069,8234848,18,463,21143360,1894144,7256650,12897887,Rejected
2659,4,Graduate,Yes,892958,14222990,12,849,21158245,13867722,22769619,4051771,Approved
2660,0,Not Graduate,No,8268634,14320975,3,769,19672533,18179358,24161146,7399461,Approved
2661,2,Not Graduate,No,5399216,6190131,11,689,23554353,11844343,25595450,1043160,Approved
2662,4,Graduate,Yes,4087405,32773393,9,335,13475654,18185721,12602216,7237843,Rejected
2663,0,Not Graduate,No,5617886,26713935,10,782,8822536,7802162,36877658,3911808,Approved
2664,2,Graduate,No,7437097,34088697,3,637,14910546,10076375,9286580,2680882,Approved
2665,1,Not Graduate,Yes,213195,20837962,8,464,9445796,6929566,19287650,9089958,Rejected
2666,3,Graduate,Yes,4515481,7171187,20,566,1257343,9885939,32873060,1912231,Rejected
2667,1,Graduate,Yes,2691532,11256827,2,568,10528868,17321983,3033353,14319322,Rejected
2668,5,Graduate,No,1100298,14155163,19,477,14568427,12315278,15819618,3417622,Rejected
2669,0,Graduate,Yes,552524,37224898,11,846,15143346,518292,18789789,1164207,Approved
2670,5,Not Graduate,No,4516958,9609662,13,851,9901184,11253337,30298040,6565555,Approved
2671,4,Not Graduate,No,5530788,27468837,19,330,21111388,7318455,30881539,5708986,Rejected
2672,5,Not Graduate,No,5175340,5107599,6,862,8294989,10544803,31239551,9670327,Approved
2673,5,Graduate,Yes,7872986,37774275,20,542,18844565,10820352,14057463,9808364,Rejected
2674,1,Not Graduate,No,4686853,25640816,7,780,7846012,11430308,19270807,8705452,Approved
2675,5,Graduate,Yes,5980918,17182667,8,768,28710489,16804950,1062512,8446192,Approved
2676,3,Not Graduate,Yes,8199169,13858144,10,659,18884354,16657425,32249905,11423874,Approved
2677,5,Not Graduate,Yes,6641464,14198547,13,747,16203906,18847280,11887134,9579881,Approved
2678,5,Graduate,No,9126344,9135054,8,709,12491396,11854695,18323262,2050111,Approved
2679,3,Graduate,No,2371649,23812302,17,811,21998748,5534420,26740277,6809164,Approved
2680,2,Graduate,Yes,7910431,34247113,2,554,12390850,3799186,30439795,10109559,Approved
2681,0,Not Graduate,Yes,7028074,9755267,14,744,23374173,16477025,3371569,3925439,Approved
2682,0,Not Graduate,No,5911263,29634063,14,888,4632341,17729893,30075001,12695853,Approved
2683,2,Graduate,No,236707,22494419,12,869,23867800,722702,14737820,7096458,Approved
2684,4,Not Graduate,Yes,5506210,30631437,13,388,27990229,13180077,16376220,4723078,Rejected
2685,3,Not Graduate,Yes,8612973,30474726,16,599,7059469,3204136,5218728,5608581,Rejected
2686,2,Graduate,No,6517237,1836478,19,606,6516252,970832,28098323,9101613,Approved
2687,1,Not Graduate,No,249972,1131750,6,675,27786943,19342921,18656400,10426673,Approved
2688,3,Graduate,Yes,3020737,36173114,11,688,11817777,1865911,4072173,3759601,Approved
2689,3,Not Graduate,No,5779595,6392739,12,809,20235301,4140283,5547328,2522884,Approved
2690,5,Graduate,No,8156099,22829744,8,619,5534958,19185698,28281826,1347217,Approved
2691,4,Not Graduate,Yes,4560250,29820894,20,721,12441583,1941811,4274249,7293374,Approved
2692,3,Graduate,No,8597112,20049070,11,840,26039994,15516545,20432132,13629466,Approved
2693,5,Graduate,No,7999408,541623,13,361,12691346,10902939,27353712,14098219,Rejected
2694,2,Graduate,Yes,2818728,714945,5,686,2186589,10474108,35750652,8228749,Approved
2695,5,Not Graduate,Yes,2110555,26546343,9,520,12037213,16047558,6193662,7817371,Rejected
2696,2,Graduate,Yes,9047619,35488359,13,844,18708735,414008,11598234,7398797,Approved
2697,0,Not Graduate,Yes,5974222,13762297,10,632,25465261,1178563,6067995,3486979,Rejected
2698,2,Not Graduate,No,8517581,21620506,16,662,24265741,3793437,34489442,6113862,Rejected
2699,0,Not Graduate,No,9236953,36903677,4,753,22100863,9508020,23226751,13756999,Approved
2700,0,Not Graduate,No,4359970,32646016,4,445,4810298,18667190,38545608,9056764,Rejected
2701,5,Not Graduate,No,648186,21488070,8,626,15128364,1328945,1708877,3589113,Approved
2702,4,Graduate,Yes,9108202,25996030,8,764,16764808,8150932,27671133,1288376,Approved
2703,1,Not Graduate,No,5919026,37982788,17,767,13635980,8316607,1293311,11042348,Approved
2704,5,Graduate,Yes,1380302,31530390,18,436,26860493,3812001,4274496,13273695,Rejected
2705,0,Not Graduate,Yes,5391989,16601571,10,803,27933130,6672826,16912693,1610109,Approved
2706,1,Graduate,Yes,474268,27462925,11,397,6117651,3899148,14378518,5517034,Rejected
2707,4,Not Graduate,No,3040034,13193427,7,459,27833048,2660310,14311742,12525717,Rejected
2708,1,Not Graduate,No,3609095,36401785,12,814,24633255,10111801,2660695,3722256,Approved
2709,4,Graduate,Yes,4652653,3966617,15,670,20508832,18061807,21349080,2654446,Approved
2710,5,Not Graduate,No,5741270,9138980,15,625,11099956,7840057,13355167,5794478,Rejected
2711,0,Graduate,No,8426068,13863641,20,634,22120304,12316807,38944596,5794438,Approved
2712,0,Graduate,Yes,3644137,8222324,12,882,17057568,13000825,30949573,7076819,Approved
2713,5,Not Graduate,No,7406211,23626249,8,436,26163603,16355292,17040494,14194618,Rejected
2714,3,Not Graduate,No,9432264,28231629,3,479,20697844,15999233,30006068,14295060,Rejected
2715,3,Graduate,Yes,7535470,35205297,15,594,28061384,17575323,22581488,8517102,Rejected
2716,2,Not Graduate,No,2696160,19954676,17,808,12199602,15801096,19418458,1106729,Approved
2717,2,Not Graduate,No,6841774,24657023,12,629,2394195,18045595,36034350,3880740,Approved
2718,4,Not Graduate,No,2955891,23787118,19,736,14316377,18741718,23028337,2656641,Approved
2719,3,Not Graduate,Yes,4883539,433574,8,791,29022560,14513423,18940620,9219,Approved
2720,0,Graduate,Yes,6421311,28074865,3,836,19061933,9567622,22213201,5626383,Approved
2721,3,Graduate,No,3073641,1211655,14,577,20457946,5954797,30619924,99801,Approved
2722,4,Not Graduate,Yes,237866,21759185,4,575,18197082,11084708,29066743,8442764,Rejected
2723,0,Not Graduate,Yes,8404202,39492174,3,348,17248875,16081292,21507179,4036438,Rejected
2724,2,Graduate,Yes,7330059,31177583,15,348,1785551,14618932,6929101,10653718,Rejected
2725,4,Not Graduate,No,1406725,20153937,10,592,12023163,10091548,24978524,7744765,Rejected
2726,3,Not Graduate,Yes,3899201,12799600,13,750,2515634,1476726,16881134,13976333,Approved
2727,0,Not Graduate,No,2764593,33118652,16,803,9788945,5270086,36554095,7127901,Approved
2728,0,Graduate,Yes,9781930,33972426,9,545,20946853,11197748,35610510,2301428,Rejected
2729,3,Graduate,Yes,9429720,14725967,13,643,23402517,7484011,27587,13551659,Approved
2730,2,Graduate,Yes,6975893,4520913,12,788,6507103,8849332,39164598,4540926,Approved
2731,5,Not Graduate,No,4519571,23123620,13,491,19044060,5843736,35316843,11232183,Rejected
2732,3,Not Graduate,Yes,711706,25152956,15,395,6590456,1475929,35561095,11506367,Rejected
2733,5,Graduate,Yes,2619817,36915547,9,853,5840520,9044358,19509527,13593613,Approved
2734,1,Not Graduate,No,1107752,35193195,11,628,27935919,8632236,10605297,9410322,Rejected
2735,2,Not Graduate,No,7937026,9279257,13,393,17748411,15157901,23785163,7523139,Rejected
2736,0,Graduate,Yes,1064047,10205610,4,451,5747352,2175398,34616414,5657543,Rejected
2737,3,Graduate,Yes,6839607,39382303,6,496,4107933,9406426,17642272,6565996,Rejected
2738,1,Not Graduate,No,9535699,13111919,3,420,1440351,16564256,38626723,11471067,Rejected
2739,2,Not Graduate,Yes,3217767,18268892,5,562,14459057,5196456,10228010,8321497,Rejected
2740,2,Not Graduate,Yes,6903705,12273318,10,788,2945716,6135893,33439141,721985,Approved
2741,1,Not Graduate,Yes,8815344,15718951,19,743,16978617,1695619,2587481,5470547,Approved
2742,0,Graduate,No,4390539,22419138,19,851,12622690,11146341,32906063,13437472,Approved
2743,3,Not Graduate,Yes,4598667,11764300,16,802,18498406,16601668,37048927,3098928,Approved
2744,5,Not Graduate,Yes,2164730,16484575,12,487,6038303,9340805,27539624,6941566,Rejected
2745,1,Graduate,Yes,4389574,14123863,5,335,4227129,8096950,24455947,12298910,Rejected
2746,2,Graduate,No,8761670,4532004,8,391,2932633,14531750,16129957,4268453,Rejected
2747,1,Not Graduate,No,6700820,31138467,16,776,2781917,8573297,34240052,10003814,Approved
2748,4,Not Graduate,No,2175248,35238459,19,504,2103993,7734065,4963506,11540948,Rejected
2749,2,Not Graduate,Yes,5360097,19587396,20,733,7528407,14816198,11399684,4787173,Approved
2750,5,Graduate,Yes,7125457,8323324,9,575,23292634,5510311,5141409,13166994,Approved
2751,1,Graduate,Yes,957943,25507789,11,837,17664568,16484694,10897558,6560334,Approved
2752,0,Not Graduate,No,7680579,21235936,11,605,7285631,5201911,20514492,4351753,Approved
2753,3,Not Graduate,No,2172238,21907879,3,841,27111969,9916211,13162750,3314083,Approved
2754,3,Not Graduate,Yes,3087629,23616352,4,450,22146972,4854749,16484283,3919964,Rejected
2755,5,Not Graduate,No,4280177,28441566,2,767,22672494,12267935,9056698,8273734,Approved
2756,5,Graduate,No,5148164,1897472,16,614,26148115,8423481,13829075,3312266,Approved
